question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
108,Likvidliyin örtülmə əmsalı (LCR) hansı düsturla hesablanır və onun əsas məqsədi nədir?,1db1173040cd0364af5d7f0d2_intro_1_part15,1dfb892e-6204-4404-9166-c861f06996fa_art_1_65|1dfb892e-6204-4404-9166-c861f06996fa_art_1_75|98a6608d0eb4e83b612fde01f_art_4_13_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3|Valyuta tənzimi haqqında_art_14_90|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_26|1db1173040cd0364af5d7f0d2_intro_1_part15|Valyuta tənzimi haqqında_art_1_91|98a6608d0eb4e83b612fde01f_art_1_36,1dfb892e-6204-4404-9166-c861f06996fa_art_1_65:0.030679|1dfb892e-6204-4404-9166-c861f06996fa_art_1_75:0.029199|98a6608d0eb4e83b612fde01f_art_4_13_part2:0.016393|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part3:0.016129|Valyuta tənzimi haqqında_art_14_90:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part1:0.015873|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_II_26:0.015873|1db1173040cd0364af5d7f0d2_intro_1_part15:0.015625|Valyuta tənzimi haqqında_art_1_91:0.015625|98a6608d0eb4e83b612fde01f_art_1_36:0.015385,1|9|||2||3||4|5,10|8|1|2||3||4||
109,2-ci qrup B aktivlərin nəzərə alınan hissəsi yüksək keyfiyyətli likvid aktivlərin hansı faizindən çox olmamalıdır və cəmi 2-ci qrup aktivlər üçün hədd nə qədərdir?,1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2,1dfb892e-6204-4404-9166-c861f06996fa_art_2_76|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2|1dfb892e-6204-4404-9166-c861f06996fa_art_2_66|1dfb892e-6204-4404-9166-c861f06996fa_art_6_57|1dfb892e-6204-4404-9166-c861f06996fa_art_2_24|1dfb892e-6204-4404-9166-c861f06996fa_art_8_39|1dfb892e-6204-4404-9166-c861f06996fa_art_2_31|1dfb892e-6204-4404-9166-c861f06996fa_art_6_28|1dfb892e-6204-4404-9166-c861f06996fa_art_11_19_part2|6c51a485-6986-4257-b6e0-25475732f1dc_art_6_10,1dfb892e-6204-4404-9166-c861f06996fa_art_2_76:0.016393|1dfb892e-6204-4404-9166-c861f06996fa_art_7_13_part2:0.016393|1dfb892e-6204-4404-9166-c861f06996fa_art_2_66:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_6_57:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_2_24:0.015873|1dfb892e-6204-4404-9166-c861f06996fa_art_8_39:0.015873|1dfb892e-6204-4404-9166-c861f06996fa_art_2_31:0.015625|1dfb892e-6204-4404-9166-c861f06996fa_art_6_28:0.015625|1dfb892e-6204-4404-9166-c861f06996fa_art_11_19_part2:0.015385|6c51a485-6986-4257-b6e0-25475732f1dc_art_6_10:0.015385,1||2||3||4|||5,|1||2||3||4|5|
110,Stres ssenariləri hazırlanarkən nəzərə alınmalı olan əlverişsiz şərtlərə hansı itki və neqativ təsirlər daxildir?,1e1594e275bb96ef2c75aa1e8_art_7_8,9018b71b0859bc7a490ea0f22_art_3_48|1e1594e275bb96ef2c75aa1e8_art_7_8|511cdc58f232d5d9395551ae8_art_7_8|ba0d73daa9275fa1fe1e4694b_intro_1_part20|9018b71b0859bc7a490ea0f22_art_6_66|1e1594e275bb96ef2c75aa1e8_art_8_9|9018b71b0859bc7a490ea0f22_art_3_24|7fd12f0749b180441d54cd4de_art_1_11|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_8_part1|511cdc58f232d5d9395551ae8_art_7_18,9018b71b0859bc7a490ea0f22_art_3_48:0.032266|1e1594e275bb96ef2c75aa1e8_art_7_8:0.016393|511cdc58f232d5d9395551ae8_art_7_8:0.016129|ba0d73daa9275fa1fe1e4694b_intro_1_part20:0.016129|9018b71b0859bc7a490ea0f22_art_6_66:0.015873|1e1594e275bb96ef2c75aa1e8_art_8_9:0.015625|9018b71b0859bc7a490ea0f22_art_3_24:0.015625|7fd12f0749b180441d54cd4de_art_1_11:0.015385|“İnvestisiya şirkətinin davamlı kapital tələbləri haqqında Qaydalar”ın təsdiq edilməsi barədə_art_1_8_part1:0.015385|511cdc58f232d5d9395551ae8_art_7_18:0.015152,1||2||3||4|5||,3|1||2||4|||5|6
111,Ekoloji risklər üzrə hazırlanan ssenarilərdə hansı ikili risk növü əhatə olunur və bu ssenarilərin hazırlanmasında hansı beynəlxalq şəbəkə nəzərə alına bilər?,511cdc58f232d5d9395551ae8_art_7_18,dc1546b51b6aa6b3d92409836_intro_1_part2|511cdc58f232d5d9395551ae8_art_7_18|9018b71b0859bc7a490ea0f22_art_3_48|511cdc58f232d5d9395551ae8_art_8_19|9018b71b0859bc7a490ea0f22_art_6_66|511cdc58f232d5d9395551ae8_art_3_12|9018b71b0859bc7a490ea0f22_art_1_61|511cdc58f232d5d9395551ae8_art_5_14|511cdc58f232d5d9395551ae8_art_5_6|511cdc58f232d5d9395551ae8_art_4_5,dc1546b51b6aa6b3d92409836_intro_1_part2:0.029199|511cdc58f232d5d9395551ae8_art_7_18:0.016393|9018b71b0859bc7a490ea0f22_art_3_48:0.016393|511cdc58f232d5d9395551ae8_art_8_19:0.016129|9018b71b0859bc7a490ea0f22_art_6_66:0.016129|511cdc58f232d5d9395551ae8_art_3_12:0.015873|9018b71b0859bc7a490ea0f22_art_1_61:0.015873|511cdc58f232d5d9395551ae8_art_5_14:0.015625|511cdc58f232d5d9395551ae8_art_5_6:0.015625|511cdc58f232d5d9395551ae8_art_4_5:0.015385,||1||2||3||4|5,9|1||2||3||4||
112,"""Sığortaçılarda korporativ idarəetmə standartları""na əsasən yaradılmış risklərin idarə edilməsi sistemi neçə müdafiə xəttindən ibarətdir və birinci müdafiə xətti nədən ibarətdir?",58696c0de75462383dba38398_intro_1_part20,511cdc58f232d5d9395551ae8_art_4_13|ba0d73daa9275fa1fe1e4694b_art_1_31|58696c0de75462383dba38398_intro_1_part20|ba0d73daa9275fa1fe1e4694b_art_2_46|9018b71b0859bc7a490ea0f22_art_5_42|Azərbaycan Respublikası Prezidentinin Fərmanı_art_10_16_part1|58696c0de75462383dba38398_art_1_26|Banklarda korporativ idarəetmə Standartları_art_13_23_part1|58696c0de75462383dba38398_intro_1_part21|9018b71b0859bc7a490ea0f22_art_3_4,511cdc58f232d5d9395551ae8_art_4_13:0.016393|ba0d73daa9275fa1fe1e4694b_art_1_31:0.016393|58696c0de75462383dba38398_intro_1_part20:0.016129|ba0d73daa9275fa1fe1e4694b_art_2_46:0.016129|9018b71b0859bc7a490ea0f22_art_5_42:0.015873|Azərbaycan Respublikası Prezidentinin Fərmanı_art_10_16_part1:0.015873|58696c0de75462383dba38398_art_1_26:0.015625|Banklarda korporativ idarəetmə Standartları_art_13_23_part1:0.015625|58696c0de75462383dba38398_intro_1_part21:0.015385|9018b71b0859bc7a490ea0f22_art_3_4:0.015385,|1||2|3||4|||5,1||2|||3||4|5|
113,"Əmlakın ekoloji və ""dayanıqlılıq"" göstəricilərini dəstəkləyən təkmilləşdirmələrə hansı nümunələr aid edilir?",5b725bb224d33e2085294c793_art_7_24,5b725bb224d33e2085294c793_art_7_24|5b725bb224d33e2085294c793_art_6_23|dc1546b51b6aa6b3d92409836_intro_1_part4|9018b71b0859bc7a490ea0f22_art_2_62|5b725bb224d33e2085294c793_art_15_32|5b725bb224d33e2085294c793_art_11_28|5b725bb224d33e2085294c793_art_9_26|5b725bb224d33e2085294c793_art_2_11|baab9bc790127f849f8ac1040_art_1_27|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_1_108,5b725bb224d33e2085294c793_art_7_24:0.032787|5b725bb224d33e2085294c793_art_6_23:0.031281|dc1546b51b6aa6b3d92409836_intro_1_part4:0.030077|9018b71b0859bc7a490ea0f22_art_2_62:0.027783|5b725bb224d33e2085294c793_art_15_32:0.016129|5b725bb224d33e2085294c793_art_11_28:0.015873|5b725bb224d33e2085294c793_art_9_26:0.015873|5b725bb224d33e2085294c793_art_2_11:0.015625|baab9bc790127f849f8ac1040_art_1_27:0.015625|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_V_art_1_108:0.015385,1|6||11|2|3|||4|,1|2|7|13|||3|4||5
114,BOKT-nin əvvəlki rübdə milli valyutada verdiyi istehlak krediti növü üzrə orta faiz dərəcəsi hansı düsturla hesablanır?,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16|6c51a485-6986-4257-b6e0-25475732f1dc_art_1_15|6c51a485-6986-4257-b6e0-25475732f1dc_art_3_17|6c51a485-6986-4257-b6e0-25475732f1dc_art_8_12|6c51a485-6986-4257-b6e0-25475732f1dc_art_4_18|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2|98a6608d0eb4e83b612fde01f_art_4_13_part7|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_19_136|baab9bc790127f849f8ac1040_intro_1_part17|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_17_463,6c51a485-6986-4257-b6e0-25475732f1dc_art_2_16:0.032787|6c51a485-6986-4257-b6e0-25475732f1dc_art_1_15:0.032258|6c51a485-6986-4257-b6e0-25475732f1dc_art_3_17:0.015873|6c51a485-6986-4257-b6e0-25475732f1dc_art_8_12:0.015873|6c51a485-6986-4257-b6e0-25475732f1dc_art_4_18:0.015625|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_4_8_part2:0.015625|98a6608d0eb4e83b612fde01f_art_4_13_part7:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_19_136:0.015385|baab9bc790127f849f8ac1040_intro_1_part17:0.015152|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_17_463:0.015152,1|2|3||4|||5||6,1|2||3||4|5||6|
115,Mərkəzi Bank tərəfindən nəzarət subyektlərində tətbiq ediləcək risk əsaslı yanaşma necə adlanır və bu abbreviatura nəyi ifadə edir?,7fd12f0749b180441d54cd4de_art_1_6_part1,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_49_63|7fd12f0749b180441d54cd4de_art_1_6_part1|ba0d73daa9275fa1fe1e4694b_art_1_31|7fd12f0749b180441d54cd4de_art_4_17|ba0d73daa9275fa1fe1e4694b_art_1_33|7fd12f0749b180441d54cd4de_art_1_6_part2|7fd12f0749b180441d54cd4de_art_2_12|7fd12f0749b180441d54cd4de_art_4_5|Valyuta tənzimi haqqında_art_13_71|7fd12f0749b180441d54cd4de_art_3_16,802-IIQ-Azərbaycan Respublikasının Mərkəzi Bankı haqqında_ch_IX_art_49_63:0.031746|7fd12f0749b180441d54cd4de_art_1_6_part1:0.016393|ba0d73daa9275fa1fe1e4694b_art_1_31:0.016393|7fd12f0749b180441d54cd4de_art_4_17:0.016129|ba0d73daa9275fa1fe1e4694b_art_1_33:0.016129|7fd12f0749b180441d54cd4de_art_1_6_part2:0.015625|7fd12f0749b180441d54cd4de_art_2_12:0.015625|7fd12f0749b180441d54cd4de_art_4_5:0.015385|Valyuta tənzimi haqqında_art_13_71:0.015385|7fd12f0749b180441d54cd4de_art_3_16:0.015152,3||1||2||4||5|,3|1||2||4||5||6
116,Kredit xətləri üzrə açıq valyuta mövqeyinin hesablanmasında müddəti bir ildən çox olan kreditlər üçün hansı kreditə konvertasiya əmsalı tətbiq olunur?,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_123_145|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_18|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_95_113|baab9bc790127f849f8ac1040_intro_1_part16|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_53_70|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_3_8_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_59_76|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_5_10_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_71,8a4d0220-9312-4ef2-88e8-c65b607a186a_art_3_18:0.016393|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_123_145:0.016393|faa09ce5-3d98-48b1-ac48-e81ca3d9d4e7_art_3_18:0.016129|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_95_113:0.016129|baab9bc790127f849f8ac1040_intro_1_part16:0.015873|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_53_70:0.015873|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_3_8_part2:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_59_76:0.015625|f15fd85d-3c4e-4d87-aa78-8367ca166daf_art_5_10_part2:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_54_71:0.015385,|1||2||3||4||5,1||2||3||4||5|
117,2024-cü il hesabat ilində repo/əks-repo əməliyyatlarının həcmi nə qədər olmuşdur və bu əməliyyatların hansı hissəsi ilin ikinci yarısında baş vermişdir?,98a6608d0eb4e83b612fde01f_art_2_37_part2,93968292987fc27975a90fcfd_art_2_48|98a6608d0eb4e83b612fde01f_art_2_37_part2|58696c0de75462383dba38398_art_4_29_part1|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_87|Bank Hesabları Qaydası_art_19_87|baab9bc790127f849f8ac1040_art_4_42_part1|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_20_88|98a6608d0eb4e83b612fde01f_intro_1_part5|58696c0de75462383dba38398_intro_1_part5|Bank Hesabları Qaydası_art_20_88,93968292987fc27975a90fcfd_art_2_48:0.016393|98a6608d0eb4e83b612fde01f_art_2_37_part2:0.016393|58696c0de75462383dba38398_art_4_29_part1:0.016129|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_19_87:0.016129|Bank Hesabları Qaydası_art_19_87:0.015873|baab9bc790127f849f8ac1040_art_4_42_part1:0.015873|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_20_88:0.015625|98a6608d0eb4e83b612fde01f_intro_1_part5:0.015625|58696c0de75462383dba38398_intro_1_part5:0.015385|Bank Hesabları Qaydası_art_20_88:0.015385,1|||2|3||4|||5,|1|2|||3||4|5|
118,"Bu Fərmanın məqsədləri üçün ""vaxtı keçmiş kredit borcu"" hansı gecikdirmə müddətindən sonra bu statusda hesab edilir?",Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_8_9,Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_2_3|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_1_107|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_8_9|93968292987fc27975a90fcfd_art_2_48|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_6_7|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_7_8|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_12_218|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_5_6|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_53_70|5b725bb224d33e2085294c793_art_9_26,Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_2_3:0.032258|AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_V_art_1_107:0.016393|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_8_9:0.016393|93968292987fc27975a90fcfd_art_2_48:0.015873|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_6_7:0.015873|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_7_8:0.015625|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_12_218:0.015625|Azərbaycan Respublikası Prezidentinin 1999-cu il 14 may tarixli 130 nömrəli Fərmanı ilə təsdiq edilmiş «Azərbaycan Respublikasının fəxri adları haqqında Əsasnamə»də dəyişikliklər edilməsi barədə_art_5_6:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_53_70:0.015385|5b725bb224d33e2085294c793_art_9_26:0.015152,2|1||3|||4||5|,2||1||3|4||5||6
119,Bankın aktivlərinin 5 faizindən çox hissəsini təşkil edən aidiyyəti şəxs krediti üzrə qərar hansı orqanlar tərəfindən qəbul edilir?,Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_5_69|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_III_art_2_84|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_4_10|6c51a485-6986-4257-b6e0-25475732f1dc_art_6_10|6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11|Banklar Haqqında Qanun_ch_IV_art_40_59|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_105_125|590-IIQ-Banklar haqqında_ch_IV_art_40_59|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_19_34,AZƏRBAYCAN RESPUBLİKASININ QANUNU_ch_III_art_5_69:0.016393|Banklarda əməliyyat risklərinin idarə edilməsi Qaydası_art_4_10:0.016393|İstehlakçıların hüquqlarının müdafiəsi haqqında_ch_III_art_2_84:0.016129|d6a9834a-d9f7-49f3-abff-14cd901c615d_art_4_10:0.016129|6c51a485-6986-4257-b6e0-25475732f1dc_art_6_10:0.015873|6c51a485-6986-4257-b6e0-25475732f1dc_art_7_11:0.015873|Banklar Haqqında Qanun_ch_IV_art_40_59:0.015625|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_105_125:0.015625|590-IIQ-Banklar haqqında_ch_IV_art_40_59:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_19_34:0.015385,1||2||3|||4||5,|1||2||3|4||5|
120,"Reqressiya nəticələrinə əsasən, məcmu LCR əmsalında 1 faiz bəndi azalma banklararası təminatsız pul bazarındakı dövriyyəyə necə təsir edir?",ba0d73daa9275fa1fe1e4694b_intro_1_part14,98a6608d0eb4e83b612fde01f_art_1_36|ba0d73daa9275fa1fe1e4694b_intro_1_part14|1dfb892e-6204-4404-9166-c861f06996fa_art_1_65|ba0d73daa9275fa1fe1e4694b_intro_1_part13|1dfb892e-6204-4404-9166-c861f06996fa_art_1_75|ba0d73daa9275fa1fe1e4694b_intro_1_part12|58696c0de75462383dba38398_intro_1_part5|Valyuta tənzimi haqqında_art_3_120|ba0d73daa9275fa1fe1e4694b_intro_1_part6|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_370,98a6608d0eb4e83b612fde01f_art_1_36:0.016393|ba0d73daa9275fa1fe1e4694b_intro_1_part14:0.016393|1dfb892e-6204-4404-9166-c861f06996fa_art_1_65:0.016129|ba0d73daa9275fa1fe1e4694b_intro_1_part13:0.016129|1dfb892e-6204-4404-9166-c861f06996fa_art_1_75:0.015873|ba0d73daa9275fa1fe1e4694b_intro_1_part12:0.015873|58696c0de75462383dba38398_intro_1_part5:0.015625|Valyuta tənzimi haqqında_art_3_120:0.015625|ba0d73daa9275fa1fe1e4694b_intro_1_part6:0.015385|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_117_370:0.015385,1||2||3|||4||5,|1||2||3|4||5|
