question_idx,question,expected_chunk_ids,retrieved_top10_ids,rrf_scores,semantic_ranks,bm25_ranks
67,"""Maliyyə bazarlarında fəaliyyətinə nəzarət edilən subyektlərdə informasiya texnologiyalarının idarə edilməsinə dair Təlimat"" Mərkəzi Bankın hansı tarixli qərarı ilə və hansı protokol nömrəsi ilə təsdiq edilib?",50c0f6d30754ffa78df0070e8_intro_1,50c0f6d30754ffa78df0070e8_intro_1|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_3|1e1594e275bb96ef2c75aa1e8_intro_1|9018b71b0859bc7a490ea0f22_art_2_11_part2|096312ee-c41c-4c1f-9edd-baf5f3187758_art_11_58|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_3_107_part1|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part1|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_intro_1|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part2|9018b71b0859bc7a490ea0f22_art_5_20_part1,50c0f6d30754ffa78df0070e8_intro_1:0.032787|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_art_2_3:0.029469|1e1594e275bb96ef2c75aa1e8_intro_1:0.028624|9018b71b0859bc7a490ea0f22_art_2_11_part2:0.027402|096312ee-c41c-4c1f-9edd-baf5f3187758_art_11_58:0.027047|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_3_107_part1:0.016129|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part1:0.016129|İnformasiya Sistemlərinin Təhlükəsizliyi Qaydaları_intro_1:0.015873|Əməliyyat Risklərinin İdarə Edilməsi Qaydası_art_7_13_part2:0.015873|9018b71b0859bc7a490ea0f22_art_5_20_part1:0.015625,1|11|7|12|16|2||3||,1|5|13|14|12||2||3|4
68,Bu Təlimat hansı beynəlxalq standarta uyğun hazırlanıb və hansı nəzarət subyektlərini əhatə edir?,50c0f6d30754ffa78df0070e8_art_1_2,50c0f6d30754ffa78df0070e8_art_1_2|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_62_72_part1|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_4_15_part2|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_4_15_part1|5b725bb224d33e2085294c793_art_1_10|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13|Məcəllə_art_6_13|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part1|5b725bb224d33e2085294c793_art_6_23,50c0f6d30754ffa78df0070e8_art_1_2:0.032522|“Azərbaycan Respublikası rezidentlərinin qeyri-rezidentlərlə maliyyə əməliyyatlarına və neytral əməliyyatlara dair hesabatın tərtibi və təqdim edilməsi haqqında Təlimat”ın təsdiq edilməsi barədə_art_1_5:0.029031|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_62_72_part1:0.016393|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_4_15_part2:0.016129|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_4_15_part1:0.015873|5b725bb224d33e2085294c793_art_1_10:0.015625|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_6_13:0.015625|Məcəllə_art_6_13:0.015385|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part1:0.015385|5b725bb224d33e2085294c793_art_6_23:0.015152,1|16||2|3|4|||5|,2|3|1||||4|5||6
69,Sənədin 4-cü bölməsində bençmark ölkələrin qabaqcıl təcrübələri hansı ölkələr üzrə nəzərdən keçirilir?,9018b71b0859bc7a490ea0f22_art_4_5,9018b71b0859bc7a490ea0f22_art_4_5|9018b71b0859bc7a490ea0f22_art_4_16_part1|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7|590-IIQ-Banklar haqqında_ch_IV_49|98a6608d0eb4e83b612fde01f_art_2_37_part6|Banklar Haqqında Qanun_ch_IV_49|feeb62eb12b5c144caa99818e_art_4_12_part1|a416bd5767831ef5222712ecd_art_1_7_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_60|45937180-250a-4b4a-b8e5-153945adb06d_art_13_21,9018b71b0859bc7a490ea0f22_art_4_5:0.032787|9018b71b0859bc7a490ea0f22_art_4_16_part1:0.032258|Öhdəlik daşıyan şəxslərin daxili nəzarət proqramının cavab verməli olduğu minimum Tələblər_art_2_5_part7:0.026876|590-IIQ-Banklar haqqında_ch_IV_49:0.015873|98a6608d0eb4e83b612fde01f_art_2_37_part6:0.015873|Banklar Haqqında Qanun_ch_IV_49:0.015625|feeb62eb12b5c144caa99818e_art_4_12_part1:0.015625|a416bd5767831ef5222712ecd_art_1_7_part2:0.015385|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_4_60:0.015385|45937180-250a-4b4a-b8e5-153945adb06d_art_13_21:0.015152,1|2|17|3||4|||5|,1|2|12||3||4|5||6
70,Maliyyə bazarları üzrə kibertəhlükəsizlik strategiyasının neçə strateji prioriteti var və onlar nədən ibarətdir?,9018b71b0859bc7a490ea0f22_art_5_6,9018b71b0859bc7a490ea0f22_art_5_20_part1|9018b71b0859bc7a490ea0f22_art_5_6|9018b71b0859bc7a490ea0f22_art_7_80_part1|9018b71b0859bc7a490ea0f22_art_8_82_part1|9018b71b0859bc7a490ea0f22_art_7_80_part2|9018b71b0859bc7a490ea0f22_art_6_79|9018b71b0859bc7a490ea0f22_art_1_10|9018b71b0859bc7a490ea0f22_art_8_82_part2|9018b71b0859bc7a490ea0f22_art_13_73|9018b71b0859bc7a490ea0f22_art_4_36_part2,9018b71b0859bc7a490ea0f22_art_5_20_part1:0.032522|9018b71b0859bc7a490ea0f22_art_5_6:0.032266|9018b71b0859bc7a490ea0f22_art_7_80_part1:0.031514|9018b71b0859bc7a490ea0f22_art_8_82_part1:0.031498|9018b71b0859bc7a490ea0f22_art_7_80_part2:0.029857|9018b71b0859bc7a490ea0f22_art_6_79:0.029418|9018b71b0859bc7a490ea0f22_art_1_10:0.029324|9018b71b0859bc7a490ea0f22_art_8_82_part2:0.029010|9018b71b0859bc7a490ea0f22_art_13_73:0.028191|9018b71b0859bc7a490ea0f22_art_4_36_part2:0.028175,2|1|5|3|6|9|4|7|13|12,1|3|2|4|8|7|13|11|9|10
71,Kassir məxaric sənədini qəbul edərkən hansı məlumatları və elementləri yoxlamalıdır?,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2|4a6fbf3ba5bf66fda98b121c7_art_8_18_part1|4a6fbf3ba5bf66fda98b121c7_art_3_35_part14|4a6fbf3ba5bf66fda98b121c7_art_14_28_part4|4a6fbf3ba5bf66fda98b121c7_art_8_18_part3|4a6fbf3ba5bf66fda98b121c7_art_7_16_part1|_Dövlət qeydiyyatına alınmışdır_art_10_14_part3|_Dövlət qeydiyyatına alınmışdır_art_14_23_part2|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_78_96|4a6fbf3ba5bf66fda98b121c7_art_14_28_part3,4a6fbf3ba5bf66fda98b121c7_art_8_18_part2:0.032787|4a6fbf3ba5bf66fda98b121c7_art_8_18_part1:0.032002|4a6fbf3ba5bf66fda98b121c7_art_3_35_part14:0.031498|4a6fbf3ba5bf66fda98b121c7_art_14_28_part4:0.030835|4a6fbf3ba5bf66fda98b121c7_art_8_18_part3:0.030777|4a6fbf3ba5bf66fda98b121c7_art_7_16_part1:0.029857|_Dövlət qeydiyyatına alınmışdır_art_10_14_part3:0.029670|_Dövlət qeydiyyatına alınmışdır_art_14_23_part2:0.028577|“Azərbaycan Respublikasının bank sistemində arxiv işinin aparılması haqqında Təlimat”ın təsdiq edilməsi barədə_art_78_96:0.027984|4a6fbf3ba5bf66fda98b121c7_art_14_28_part3:0.015385,1|3|4|2|6|8|5|11|10|,1|2|3|8|4|6|10|9|13|5
72,"Hesab üzərində sərəncam hüququ olan bir neçə şəxs olduqda, imza hüququ neçə formada həyata keçirilə bilər?",64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97|Bank Hesabları Qaydası_art_2_97|Bank Hesabları Qaydası_art_5_95|Bank Hesabları Qaydası_art_12_55|Bank Hesabları Qaydası_art_4_9_part3|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_55|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_5_95|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part3|Bank Hesabları Qaydası_art_4_9_part4|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part4,64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_2_97:0.032522|Bank Hesabları Qaydası_art_2_97:0.032002|Bank Hesabları Qaydası_art_5_95:0.030478|Bank Hesabları Qaydası_art_12_55:0.030303|Bank Hesabları Qaydası_art_4_9_part3:0.030118|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_12_55:0.029631|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_5_95:0.029514|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part3:0.029387|Bank Hesabları Qaydası_art_4_9_part4:0.029274|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part4:0.028624,1|2|11|6|4|8|12|3|5|7,2|3|1|6|9|7|4|14|12|13
73,Valyuta mübadiləsi aparılmayan forvard əməliyyatları zamanı tərəflər arasında hansı hallarda ödəniş həyata keçirilmir?,9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8,9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part2|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20|Valyuta tənzimi haqqında_art_4_25|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part1|096312ee-c41c-4c1f-9edd-baf5f3187758_art_6_24|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_15_21|Bank Şöbələri və Valyuta Qaydası_art_3_7|Valyuta tənzimi haqqında_art_3_24|4a6fbf3ba5bf66fda98b121c7_art_6_15,9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part2:0.032522|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_4_8:0.032018|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20:0.031514|Valyuta tənzimi haqqında_art_4_25:0.031498|9abef96e-dec9-4c51-b763-8ccf4e23afdd_art_1_4_part1:0.030798|096312ee-c41c-4c1f-9edd-baf5f3187758_art_6_24:0.029418|Dənizkənarı Bulvar İdarəsinin fəaliyyətinin təmin edilməsi haqqında_art_15_21:0.028850|Bank Şöbələri və Valyuta Qaydası_art_3_7:0.015385|Valyuta tənzimi haqqında_art_3_24:0.015152|4a6fbf3ba5bf66fda98b121c7_art_6_15:0.014706,1|4|2|3|7|9|13|5|6|,2|1|5|4|3|7|6|||8
74,Fiziki şəxslər hansı məbləğdən yuxarı olan nağd milli valyutanı gömrük orqanlarına yazılı formada bəyan etməlidirlər?,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3|Valyuta tənzimi haqqında_art_3_55|Valyuta tənzimi haqqında_art_5_57|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_intro_1|Valyuta tənzimi haqqında_art_6_67|Valyuta tənzimi haqqında_art_4_56|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_18_27|Məcəllə_art_18_27|Valyuta tənzimi haqqında_art_6_58,Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_art_2_3:0.032787|Valyuta tənzimi haqqında_art_3_55:0.030622|Valyuta tənzimi haqqında_art_5_57:0.030550|Azərbaycan Respublikasının 1999-cu il 22 iyun tarixli 689-IQ nömrəli Qanunu ilə təsdiq edilmiş «Ədalət mühakiməsinin rəsmi embleminin təsviri»ndə dəyişiklik edilməsi barədə_intro_1:0.030331|Valyuta tənzimi haqqında_art_6_67:0.030090|Valyuta tənzimi haqqında_art_4_56:0.029958|096312ee-c41c-4c1f-9edd-baf5f3187758_art_3_20:0.029643|Cinayət yolu ilə əldə edilmiş əmlakın leqallaşdırılmasına və terrorçuluğun maliyyələşdirilməsinə qarşı mübarizə haqqında_art_18_27:0.029469|Məcəllə_art_18_27:0.029040|Valyuta tənzimi haqqında_art_6_58:0.028778,1|2|4|8|5|3|14|11|12|9,1|9|7|4|8|11|2|5|6|10
75,Şəbəkəni aldadaraq səlahiyyətsiz sistemin özünü səlahiyyətli kompyuter sistemi kimi göstərdiyi hücum növü (“Spoofing”) hansı hallarda baş verə bilər və buna qarşı hansı təhlükəsizlik tədbirləri görülməlidir?,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part7|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part5|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part6|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part9|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part2|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part3|c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e_art_4_5|ba0d73daa9275fa1fe1e4694b_art_4_51_part1|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part4,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part8:0.032787|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part7:0.032258|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part5:0.031746|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part6:0.031250|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part9:0.029469|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part2:0.029211|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part3:0.028006|c8ef8b99-7b1c-442c-bf14-1f015ec0cc8e_art_4_5:0.027222|ba0d73daa9275fa1fe1e4694b_art_4_51_part1:0.025974|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasında elektron bankçılıq xidmətlərinin göstərilməsinə və bu xidmətlər üzrə təhlükəsizliyin təmin olunmasına dair Metodoloji Rəhbərlik_art_5_7_part4:0.015385,1|2|3|4|11|10|14|12|17|5,1|2|3|4|5|7|9|15|17|
76,Bankomatdan istifadə edən kart sahibi digər bankın müştərisi olduqda hansı mühasibat yazılışı verilir?,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_5|_Dövlət qeydiyyatına alınmışdır_art_12_21|_Dövlət qeydiyyatına alınmışdır_art_2_3|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7|Bank Hesabları Qaydası_art_4_9_part1|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_3_5|Bank Hesabları Qaydası_art_4_9_part2|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part2,Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_4_6:0.032787|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_2_3_part1:0.032258|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının Bank sistemində əmanətlərin (depozitlərin) uçot Qaydaları_art_1_5:0.029437|_Dövlət qeydiyyatına alınmışdır_art_12_21:0.028595|_Dövlət qeydiyyatına alınmışdır_art_2_3:0.027151|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_5_7:0.015873|Bank Hesabları Qaydası_art_4_9_part1:0.015873|Azərbaycan Respublikasının Mərkəzi Bankı - Azərbaycan Respublikasının bank sistemində ödəniş vasitələrinin maliyyə hesabatlarında uçotu Qaydaları_art_3_5:0.015625|Bank Hesabları Qaydası_art_4_9_part2:0.015625|64b6f05f-196b-4894-9374-9e5c1c4df7a2_art_4_9_part2:0.015385,1|2|10|8|9||3||4|5,1|2|6|12|19|3||4||
